id,Date,Title,acf_musico_nombre_artistico,acf_musico_provincia,acf_musico_tipo,acf_musico_formatos_disponibles,acf_musico_precio_minimo_dj,acf_musico_coste_hora_extra_dj,acf_musico_precio_minimo_solista,acf_musico_coste_hora_extra_solista,acf_musico_precio_minimo_duo,acf_musico_coste_hora_extra_duo,acf_musico_precio_minimo_trio,acf_musico_coste_hora_extra_trio,acf_musico_precio_minimo_cuarteto,acf_musico_coste_hora_extra_cuarteto,acf_musico_precio_minimo_conjunto,acf_musico_coste_hora_extra_conjunto,acf_musico_precio_minimo_banda_bateria,acf_musico_coste_hora_extra_banda_bateria,acf_musico_genero_musical,acf_musico_url_youtube_1,acf_musico_url_youtube_2,acf_musico_url_youtube_3,acf_musico_titulo_youtube_4,acf_musico_titulo_youtube_5,acf_musico_repertorio_completo,estados músico,Nº CONTRATACIONES,Author ID
29634,2023-02-01,2M,2M,Granada,DJ,a:0:{},100,50,,,,,,,,,,,,,"a:4:{i:0;s:9:""Comercial"";i:1;s:9:""Reggeaton"";i:2;s:6:""Techno"";i:3;s:5:""Otros"";}",,,,,,,Completo,,2623
29641,2023-02-01,Wise House Band,Wise House Band,Málaga,Músico,"a:1:{i:0;s:27:""Banda/Conjunto sin batería"";}",,,,,,,,,,,1000,160,,,"a:5:{i:0;s:3:""R&B"";i:1;s:6:""Reggae"";i:2;s:4:""Rock"";i:3;s:4:""Soul"";i:4;s:15:""Tributo a banda"";}",https://youtu.be/cN1Eob8GvGg,,,,,"Bob Marley,Legend album.
Bob Marley,war,crazy balheads.practicamente todas.
Shaggy Ángel,it wasn't me.
Stevie wonder ,Master Blaster ,part time lover.
Inner Circle A la la long
Ini Kmoze ,here come.
Jimmy Cliff Reggae night
The Merrymen, feeling hot
James Brown feeling good.
Reggae ,calypso en general",Completo,,2626
29646,2023-02-02,VAYA MOVIDA POP 80 90,VAYA MOVIDA POP 80 90,Toledo,Músico,"a:1:{i:0;s:18:""Banda con batería"";}",,,,,,,,,,,,,900,500,"a:1:{i:0;s:3:""Pop"";}",https://m.youtube.com/watch?v=rWysZhCjqdU,https://m.youtube.com/watch?v=6s0xd8QmejM&t=14s,https://m.youtube.com/watch?v=qBYHYAI3mKM,,,"•	BIENVENIDOS
	•	ROCKNROLL EN LA PLAZA DEL PUEBLO
	•	LOCA
	•	NO PUEDO VIVIR SIN TI
	•	CAROLINA
	•	INEVITABLE
	•	TENÍA TANTO QUE DARTE
	•	NO CONTROLES
	•	EL SOL NO REGRESA
	•	EL LIMITE
	•	SABOR DE AMOR
	•	DÉJAME
	•	INSURRECCIÓN
	•	MAQUILLAJE
	•	EN TU FIESTA ME COLÉ
	•	SIN DOCUMENTOS
	•	ME DUELE LA CARA
	•	POR LA BOCA VIVE EL PEZ
	•	POPURRI AMARAL
	•	PRINCESAS
	•	POPURRI HOMBRES G
	•	POPURRI EL CANTO DEL LOCO
	•	A QUIÉN LE IMPORTA
	•	CLAVADO EN UN BAR",Completo,,2627
29699,2023-02-02,Carlos Betancourt,Carlos Betancourt,Las Palmas,Músico,"a:3:{i:0;s:7:""Solista"";i:1;s:4:""Dúo"";i:2;s:8:""Cuarteto"";}",,,150,50,200,80,,,500,120,,,,,"a:5:{i:0;s:9:""Chill out"";i:1;s:9:""Comercial"";i:2;s:5:""Disco"";i:3;s:11:""Electronica"";i:4;s:12:""Instrumental"";}",,,,,,,Incompleto,,2628
29700,2023-02-02,Daniel Molina,Daniel Molina,Alicante,Músico,"a:1:{i:0;s:7:""Solista"";}",,,150,50,,,,,,,,,,,"a:9:{i:0;s:9:""Acústico"";i:1;s:9:""Comercial"";i:2;s:12:""Instrumental"";i:3;s:6:""Latina"";i:4;s:8:""Merengue"";i:5;s:3:""Pop"";i:6;s:10:""Romántica"";i:7;s:5:""Salsa"";i:8;s:5:""Otros"";}",,,,,,,Incompleto,,2629
29701,2023-02-02,The Uzkis versiones,The Uzkis versiones,Navarra,Músico,"a:1:{i:0;s:4:""Dúo"";}",,,,,500,200,,,,,,,,,"a:1:{i:0;s:3:""Pop"";}",https://youtu.be/agZlKyII2bI,https://www.youtube.com/shorts/-WeiglheRT8,https://youtu.be/-OElyJtVEcE,,,"Manolo Garcia,los Secretos,la Guardia,leño,Rosendo Baron rojo,Victor Manuel,Nino Bravo,Duncan Dhu,Antonio Flores ,Sergio Dalma, Sabina............y muchos Más",Completo,,2630
29712,2023-02-02,Los Segundos,Los Segundos,Pontevedra,Músico,"a:3:{i:0;s:4:""Dúo"";i:1;s:5:""Trío"";i:2;s:18:""Banda con batería"";}",,,,,150,80,210,100,,,,,350,180,"a:3:{i:0;s:5:""Indie"";i:1;s:3:""Pop"";i:2;s:4:""Rock"";}",https://youtu.be/XsY1GwXLYHA,https://youtu.be/xb4wd-XMxaU,https://youtu.be/8vp4nNLOKj8,,,"Quién da más?
Sala de espera
Yo, que nunca
El color del miedo
Que no me pidan perdón
Hoguera de recuerdos
Tódolos pobos do mundo
Estatua
Que no pare!
Cando chove
Que arda la cera
Nunca las vemos pasar
La desilusión
Todos querían
Psicoloxía inversa",Completo,,2633
29713,2023-02-03,Sufre mamón,Sufre mamón,Pontevedra,Músico,"a:1:{i:0;s:18:""Banda con batería"";}",,,,,,,,,,,,,300,150,"a:3:{i:0;s:9:""Comercial"";i:1;s:3:""Pop"";i:2;s:4:""Rock"";}",,,,,,"EL ORGULLO DE MAMA 
2. VOY A PASARMELO BIEN 
3. EL ATAQUE DE LAS CHICAS COCODRILO 
4. UNA MUJER DE BANDERA 
5. QUE TE HE HECHO YO 
6. PINTANDO TU SONRISA 
7. SI YO NO TE TENGO A TI 
8. LO NOTO 
9. NO, NO, NO 
10. CHICO TIENES QUE CUIDARTE 
11.TU ME GUSTAS 
12. ESTA ES TU VIDA 
14. DEJAD QUE LAS NIÑAS SE ACERQUEN A MI 
15.TE QUIERO 
16. INDIANA 
17. NASSAU 
18. SUÉLTATE EL PELO 
19. VISITE NUESTRO BAR 
20.MARTA TIENE UN MARCAPASOS 
21.TEMBLANDO 
22. VENECIA 
23. SUFRE MAMON
24. UN PAR DE PALABRAS
25. YO TE NECESITO
26. RITA
27. NO GRITES MI NOMBRE
28. SOLO ME FALTAS TU",Completo,,2633
29726,2023-02-03,Boleríssima,Boleríssima,Alicante,Músico,"a:3:{i:0;s:7:""Solista"";i:1;s:4:""Dúo"";i:2;s:5:""Trío"";}",,,200,100,400,100,550,100,,,,,,,"a:4:{i:0;s:9:""Acústico"";i:1;s:10:""Bossa Nova"";i:2;s:3:""Pop"";i:3;s:10:""Romántica"";}",https://youtu.be/7W_ir9iUR0c,https://youtu.be/NEvDLA2b9HI,,,,"Sabor a mí
Contigo aprendí
Algo contigo
Somos novios
La gloria eres tú
Dulcito e coco
Por tu olor
Etc",Completo,0,2634
29737,2023-02-03,Enoc,Enoc,Gerona,Músico,"a:1:{i:0;s:7:""Solista"";}",,,150,50,,,,,,,,,,,"a:6:{i:0;s:5:""Blues"";i:1;s:8:""Clásica"";i:2;s:7:""Góspel"";i:3;s:4:""Jazz"";i:4;s:5:""Piano"";i:5;s:4:""Soul"";}",https://fander.es/musico/enoc,,,,,,Completo,,2635
29743,2023-02-03,Pol Omedes &amp; Helena Camps Duo,Pol Omedes & Helena Camps Duo,Barcelona,,,,,,,,,,,,,,,,,,,,,,,,Incompleto,,967
29744,2023-02-03,Pol Omedes &amp; Helena Camps Duo,Pol Omedes & Helena Camps Duo,Barcelona,Músico,"a:1:{i:0;s:4:""Dúo"";}",,,,,200,100,,,,,,,,,"a:1:{i:0;s:10:""Bossa Nova"";}",,,,,,,Incompleto,,967
29746,2023-02-03,Mei,Mei,Barcelona,Músico,"a:1:{i:0;s:7:""Solista"";}",,,30,20,,,,,,,,,,,"a:1:{i:0;s:9:""Acústico"";}",https://youtu.be/SLyLE1UxV3o,https://youtu.be/UI_Hj61nWj0,,,,"Lo que me pidáis de Taylor Swift (perfecto para bodas) y todo tipo de baladas
También canto música de los 80-90 (Madonna, Queen, Guns n Roses, Hall and Oates, Poison, Def Leppard, Survivor,...)
Tengo un repertorio específico de canciones pop de los 2000 (Britney, Rihanna, Lady Gaga, Maroon5, Cristina Aguilera...)",Completo,,2636
29750,2023-02-03,Jonfedrummer,Jonfedrummer,Álava,Músico,"a:1:{i:0;s:18:""Banda con batería"";}",,,,,,,,,,,,,500,180,"a:2:{i:0;s:9:""Hard Rock"";i:1;s:5:""Metal"";}",,,,,,,Incompleto,,2637
29751,2023-02-04,Mama/Rock,Mama/Rock,Madrid,Músico,"a:1:{i:0;s:18:""Banda con batería"";}",,,,,,,,,,,,,150,150,"a:1:{i:0;s:4:""Rock"";}",,,,,,"Humo en el agua Deep Purple
El Muro Pink Floyd
Vamos Juntos Beatles
Hotel California Eagles
Vientos de Cambio Scorpions
Me Diste toda la noche AC/DC
Nacido para ser salvaje Stepenwolf
Sultanes del ritmo Diré Straits
Estilo Roxette
Rock and Rollo Led Zeppelin
Sentimiento Boston.....",Completo,,2638
29761,2023-02-05,Rafff.oficial,Rafff.oficial,Barcelona,Músico,"a:1:{i:0;s:7:""Solista"";}",,,150,50,,,,,,,,,,,"a:5:{i:0;s:8:""A capela"";i:1;s:9:""Acústico"";i:2;s:7:""Bachata"";i:3;s:5:""Blues"";i:4;s:5:""Disco"";}",https://youtu.be/2eY81hSHzZk,https://youtu.be/jIRLWKlhsqs,https://youtu.be/IYhrhdoffVE,,,"Ópera, canciones de los 60,80 ,rock  diferentes estilos",Completo,,2639
29763,2023-02-05,Nelys,Nelys,Alicante,Músico,"a:3:{i:0;s:7:""Solista"";i:1;s:4:""Dúo"";i:2;s:5:""Trío"";}",,,150,50,200,80,300,80,,,,,,,"a:4:{i:0;s:7:""Bachata"";i:1;s:4:""Jazz"";i:2;s:3:""Pop"";i:3;s:5:""Salsa"";}",https://youtu.be/kEMLw_WaIrA,https://youtu.be/tPIQvruvhto,https://youtu.be/Eu17qIJaW8M,,,,Completo,,2640
29769,2023-02-05,Dani Madrid,Dani Madrid,Barcelona,Músico,"a:1:{i:0;s:18:""Banda con batería"";}",,,,,,,,,,,,,900,120,"a:7:{i:0;s:7:""Bachata"";i:1;s:9:""Comercial"";i:2;s:5:""Indie"";i:3;s:3:""Pop"";i:4;s:9:""Reggeaton"";i:5;s:10:""Romántica"";i:6;s:5:""Rumba"";}",https://youtu.be/hgcysEQOOb0,https://youtu.be/EDfu2p3whvY,https://youtu.be/jp1FxICM8pc,,,"1-La flaca- Jarabe de Palo
2- La madre de José- El canto del Loco
3-Física o química - Despistaos
4-Una lluna a l'aigua-Txarango
5-Uno más uno son 7 -Fran Perea
6-Se apagó la luz- Dani Madrid
7-Medley Quevedo(Quédate), La bachata(Turizo),Despechá(Rosalia)
8-Lagrimas desordenadas(Melendi)
9-Sirenas-Taburete
10-Soldadito marinero- Fito y fitipaldis
11-Tu jardín con enanitos-Melendi
12-No dudaría-Rosario Flores
13-Céntame un cuento-Dani Madrid
14- Todos los días sale el sol( ey chipirón)
15-Por la raja de tu falda-Estopa
16-Zapatillas-El canto del loco
17-Yo te esperaré- Cali y el Dandee
18-Rosas-La oreja de Van Gogh
19-Cómo te atreves- Morat
20-Y si me quedan 7 vidas- Dani Madrid
21-Pedacítos de tí -Antonio Orozco
22-Tacones rojos - Sebastián Yatra",Completo,,2641
29770,2023-02-05,An Duir,An Duir,Madrid,Músico,"a:1:{i:0;s:27:""Banda/Conjunto sin batería"";}",,,,,,,,,,,1350,160,,,"a:1:{i:0;s:4:""Folk"";}",https://www.youtube.com/watch?v=Dpx-F7m2dTc,https://www.youtube.com/watch?v=WhuwVFlObsg,https://www.youtube.com/watch?v=Vl0PGucKyFI&t=32s,,,"folk irlandés, bandas sonoras, versiones",Completo,,2642
29801,2023-02-05,Los Vecinos Del 78,Los Vecinos Del 78,Valencia,Músico,"a:3:{i:0;s:5:""Trío"";i:1;s:27:""Banda/Conjunto sin batería"";i:2;s:18:""Banda con batería"";}",,,,,,,280,100,,,400,160,400,50,"a:2:{i:0;s:3:""Pop"";i:1;s:4:""Rock"";}",https://youtu.be/-f3Ry2bIM_k,https://youtu.be/oPPYPVp5qKg,https://youtu.be/gA2Jp2zEndU,,,"Embrujada, Carolina, Insurrección, 20 de Abril, Cuando brille el sol, Groenlandia, Cuéntame, Échame a mi la culpa, Cien Gaviotas, Como una ola, Chica de ayer, Que hace una chica como tú, Mediterráneo, Rompeolas, Te quiero, etc.",Completo,,2644
29809,2023-02-05,Laura Escobar,Laura Escobar,Guadalajara,Músico,"a:1:{i:0;s:7:""Solista"";}",,,150,50,,,,,,,,,,,"a:6:{i:0;s:9:""Acústico"";i:1;s:9:""Comercial"";i:2;s:11:""Flamenquito"";i:3;s:6:""Latina"";i:4;s:5:""Rumba"";i:5;s:5:""Salsa"";}",https://youtu.be/JyI7zJjXVek,https://youtu.be/Xwumd5NbGuc,https://youtu.be/Gc_5cOSON0c,,,"Interpretamos diferentes géneros como: flamenco, tropical, baladas, boleros, rancheras, rock, pop, reggae, funk,entre otros (exceptuando reggaeton, trap y sus derivados)",Completo,,2536
29853,2023-02-06,Sr.Tiznajo,Sr.Tiznajo,Alicante,Músico,"a:1:{i:0;s:7:""Solista"";}",,,50,50,,,,,,,,,,,"a:3:{i:0;s:4:""Punk"";i:1;s:4:""Rock"";i:2;s:5:""Otros"";}",,,,,,,Incompleto,,2645
29876,2023-02-06,Mario Roca Bajañi,Mario Roca Bajañi,Barcelona,Músico,"a:5:{i:0;s:7:""Solista"";i:1;s:4:""Dúo"";i:2;s:5:""Trío"";i:3;s:8:""Cuarteto"";i:4;s:27:""Banda/Conjunto sin batería"";}",,,300,80,400,160,600,180,400,160,400,160,,,"a:3:{i:0;s:11:""Flamenquito"";i:1;s:3:""Pop"";i:2;s:5:""Rumba"";}",,,,,,,Incompleto,,2646
29877,2023-02-06,Desiree Sánchez Saxofonista,Desiree Sánchez Saxofonista,Madrid,Músico,"a:1:{i:0;s:7:""Solista"";}",,,150,100,,,,,,,,,,,"a:1:{i:0;s:9:""Chill out"";}",https://youtu.be/EUTgth3t_sY,,,,,Muy variado,Completo,,2647
29878,2023-02-06,HABANA VIEJA,HABANA VIEJA,Málaga,Músico,"a:1:{i:0;s:5:""Trío"";}",,,,,,,500,1000,,,,,,,"a:5:{i:0;s:9:""Acústico"";i:1;s:7:""Bachata"";i:2;s:6:""Latina"";i:3;s:8:""Merengue"";i:4;s:5:""Salsa"";}",https://youtu.be/JCGEwiUSJhw,https://youtu.be/hCRTx0JTn-Q,https://youtu.be/cix3SgR7vrs,,,,Completo,,2615
29880,2023-02-06,Marina Saller,Marina Saller,Madrid,Músico,"a:1:{i:0;s:7:""Solista"";}",,,100,50,,,,,,,,,,,"a:6:{i:0;s:9:""Acústico"";i:1;s:8:""Clásica"";i:2;s:4:""Jazz"";i:3;s:5:""Piano"";i:4;s:3:""Pop"";i:5;s:10:""Romántica"";}",https://youtu.be/ArjDlrX9Tzs,https://youtu.be/HXu6YMK1Yd8,,,,,Completo,,1890
29883,2023-02-06,Magüe,Magüe,Sevilla,Músico,"a:6:{i:0;s:7:""Solista"";i:1;s:4:""Dúo"";i:2;s:5:""Trío"";i:3;s:8:""Cuarteto"";i:4;s:27:""Banda/Conjunto sin batería"";i:5;s:18:""Banda con batería"";}",,,200,100,300,120,400,150,500,180,600,200,700,250,"a:4:{i:0;s:11:""Flamenquito"";i:1;s:6:""Latina"";i:2;s:3:""Pop"";i:3;s:4:""Rock"";}",,,,,,,Incompleto,,2648
29896,2023-02-06,Delmar,Delmar,Álava,,,,,,,,,,,,,,,,,,,,,,,,Incompleto,,2649
29897,2023-02-06,Delmar,Delmar,Zaragoza,Músico,"a:1:{i:0;s:7:""Solista"";}",,,150,50,,,,,,,,,,,"a:2:{i:0;s:9:""Acústico"";i:1;s:11:""Flamenquito"";}",,,,,,,Incompleto,,2649
29900,2023-02-07,Gary Galáctico,Gary Galáctico,Madrid,Músico,"a:3:{i:0;s:7:""Solista"";i:1;s:4:""Dúo"";i:2;s:18:""Banda con batería"";}",,,150,50,200,80,,,,,,,500,180,"a:16:{i:0;s:9:""Acústico"";i:1;s:9:""Comercial"";i:2;s:5:""Funky"";i:3;s:6:""HipHop"";i:4;s:4:""Jazz"";i:5;s:6:""Latina"";i:6;s:3:""Pop"";i:7;s:4:""Punk"";i:8;s:3:""R&B"";i:9;s:3:""Rap"";i:10;s:6:""Reggae"";i:11;s:9:""Reggeaton"";i:12;s:4:""Rock"";i:13;s:5:""Salsa"";i:14;s:4:""Soul"";i:15;s:15:""Tributo a banda"";}",https://youtu.be/DKgoEswh01I,https://youtu.be/Ln6IEDHrQmw,,,,"Antes de que cuente diez - Fito y Fitipaldis 
Las nubes de tu pelo - Fito 
Rojitas las orejas - Fito 
Soldadito marinero - Fito 
La casa por el tejado - Fito 
Por la boca vive el pez - Fito 
Cerca de las vías - Fito 
Me equivocaría otra vez - Fito
Se me olvidó - Reels b
A mi - Reels B
Buenos genes - Reels b
Se me olvidó otra vez - Maná 
El muelle de San Blas - Maná 
Mariposa traicionera - Maná 
Clavado en un bar - Maná 
Me mate - C Tangana
Los mismos clavos - Marea 
So payaso - Extremoduro 
Judeocristiana garcia - Extremoduro
La vereda de la puerta de atrás - Extremoduro 
Stanby - Extremoduro 
Golfa - Extremoduro 
De música ligera - Sosa estéreo 
Un misil en mi placart - Soda estéreo 
Vivo - Cerati 
Yaguni - Bad Bunny 
Dakiti - Bad Bunny 
Aurora - Juanes 
La camisa negra - Juanes 
Hawai - Maluma 
Quédate - Quevedo 
Que lío - Hector Lavoe 
El ratón - Cheo Feliciano 
Carnaval - Celia Cruz 
Negra - Gary Galáctico 
Y vos - Gary Galáctico 
Veneno - Gary Galáctico 
Mentira - Gary Galáctico",Completo,,2651
29920,2023-02-07,Adán Coscu,Adán Coscu,Cádiz,DJ,a:0:{},150,50,,,,,,,,,,,,,"a:11:{i:0;s:7:""Bachata"";i:1;s:9:""Chill out"";i:2;s:9:""Comercial"";i:3;s:10:""Deep House"";i:4;s:11:""Flamenquito"";i:5;s:6:""Latina"";i:6;s:3:""Pop"";i:7;s:4:""Rock"";i:8;s:5:""Rumba"";i:9;s:5:""Salsa"";i:10;s:4:""Trap"";}",https://youtu.be/jGcPRaVkL1M,,,,,"Pop rock (español e internacional)
Musica comercial
Musica latina
...realmente adaptable a cualquier ambiente!",Completo,,2652
29931,2023-02-07,Fabian Impresionator,Fabian Impresionator,Barcelona,Músico,"a:1:{i:0;s:7:""Solista"";}",,,200,50,,,,,,,,,,,"a:1:{i:0;s:15:""Tributo a banda"";}",https://www.youtube.com/watch?v=5c-T9DSGpeE,https://www.youtube.com/watch?v=fvduWPBmpXU,https://www.youtube.com/watch?v=AmJJIE4pcs0,,,"Billie Jean, Dangerous, Beat it, Thriller, Smooth Criminal, Black or white, Bad, Blood on the dance floor, Dirty Diana, etc.",Completo,,2653
29939,2023-02-07,Los Monos Voladores del Sr. Burns,Los Monos Voladores del Sr. Burns,Barcelona,Músico,"a:1:{i:0;s:18:""Banda con batería"";}",,,,,,,,,,,,,600,180,"a:4:{i:0;s:7:""Comedia"";i:1;s:3:""Pop"";i:2;s:4:""Punk"";i:3;s:4:""Rock"";}",https://www.youtube.com/watch?v=2OKBH0CUatw,https://www.youtube.com/watch?v=-3KuuYbpy1A,https://www.youtube.com/watch?v=eMd6yRs0x0A,,,"➢ SERÁ PORQUE TE AMO
➢ FIESTA
➢ MODA JUVENIL
➢ CHIPIRÓN + DESPACITO
➢ MARTA TIENE UN MARCAPASOS
➢ BURBUJAS DE AMOR
➢ LIVIN’ LA VIDA LOCA
➢ AMIGOS PARA SIEMPRE
➢ ME LLAMAS
➢ SOY UN TRUHAN SOY UN SEÑOR
➢ UN BESO Y UNA FLOR
➢ LA BICICLETA
➢ RESISTIRÉ
➢ CUANDO BRILLE EL SOL
➢ COMO UNA OLA
➢ LA FIESTA DE BLAS
➢ EL MUERTO VIVO
➢ PARA NO VERTE MÁS
➢ HAKUNA MATATA
➢ NI TÚ NI NADIE
➢ OLIVER Y BENJI
➢ BAILAR PEGADOS
➢ CORAZÓN CONTENTO
➢ MI GRAN NOCHE
➢ EL RITMO DEL GARAJE
➢ NOCHE LOCA (Offspring+Enrique Iglesias)
➢ VIVIR ASÍ ES MORIR DE AMOR
➢ OLVÍDAME Y PEGA LA VUELTA
➢ OH OH JULY
➢ CUÁNDO CUÁNDO CUÁNDO
➢ MONOS BAILANDO SOLOS (DANCING WITH MYSELF)
➢ COLOR ESPERANZA
➢ TU NOMBRE ME SABE A HIERBA
➢ PRINCESA
➢ CORAZÓN PARTÍO
➢ INSURRECCIÓN
➢ LA LOLA
➢ SANTA LUCÍA
➢ OH OH JULY
➢ SOLDADITO DE HIERRO
➢ UNA CALLE DE PARÍS
➢ LA FLACA
➢ MI ENFERMEDAD
➢ EL GATO TRISTE Y AZUL
➢ BELLA CIAO

Especiales Navidad

➢ FELIZ NAVIDAD
➢ MI BURRITO SABANERO
➢ LOS PECES EN EL RÍO (SHOULD I STAY OR SHOULD I GO)
➢ PAPÁ NOEL VIENE A LA CIUDAD
➢ MANDA CHRISTMAS
➢ EL PEQUEÑO TAMBORILERO",Completo,,2654
29950,2023-02-07,Doble A,Doble A,Madrid,Músico,"a:1:{i:0;s:18:""Banda con batería"";}",,,,,,,,,,,,,600,180,"a:3:{i:0;s:3:""Pop"";i:1;s:4:""Rock"";i:2;s:15:""Tributo a banda"";}",,,,,,"Antes de ti- Mon Laferte.
Puedes contar conmigo.
Insurreccion- Miguel Rios
Muñeca de trapo- LODVG
Stand by me
Tu falta de querer-Mon La.
Salta- Tequila
Saedeira-Santana.
No puedo vivir sin ti- Los R
Pongamos que hablo de Madrid- Rosario
No te fumes mi marihuana-Mon Laferte
Mil calles llevan hacia ti.
Loca-Luz casal
La bambola- 
Nada de esto fue un error.
Aun no te has ido- Vanesa Martin.
Como te atreves s volver.
El sol no regresa.
Derroche-Ana belen.
Mi gran noche-Rafael.",Completo,,2655
29994,2023-02-08,DJ Lorenzo Cassigoli,DJ Lorenzo Cassigoli,Barcelona,DJ,,,,,,,,,,,,,,,,,,,,,,,Incompleto,,2657
30002,2023-02-08,T'he Madafakers Versions,T'he Madafakers Versions,Valencia,Músico,"a:1:{i:0;s:18:""Banda con batería"";}",,,,,,,,,,,,,350,150,"a:1:{i:0;s:4:""Punk"";}",https://youtu.be/mQIrDGIpmsA,,,,,"Tenéis speed, pongamos que hablo de Madrid ,Marihuana ,azulejo ,frío bahía de pasaia ,frío  txarrena cerebros destruidos, historia triste mierda de ciudad salve ellos dicen mierda ,sweet child of mine , the KKK to took my babe away, barrenkalle, 
 Por el interés  alteró mi cuerpo ,   por qué te vas ?",Completo,,2658
30010,2023-02-08,Acústica soul,Acústica soul,Cádiz,Músico,"a:2:{i:0;s:4:""Dúo"";i:1;s:5:""Trío"";}",,,,,200,80,280,100,,,,,,,"a:1:{i:0;s:9:""Acústico"";}",https://youtu.be/38hQvDwoDYM,https://youtu.be/i0BasRPzx1Y,https://youtu.be/Yw2c48iYYy8,,,,Completo,,2659
30030,2023-02-08,Udeguer,Udeguer,Madrid,Músico,"a:1:{i:0;s:5:""Trío"";}",,,,,,,2,70100,,,,,,,"a:4:{i:0;s:5:""Blues"";i:1;s:5:""Metal"";i:2;s:3:""Pop"";i:3;s:4:""Rock"";}",https://youtu.be/ReGa0XrBYyw,https://youtu.be/LrKv4O_TqXQhttps://youtu.be/Uq6_D1cgNIU,https://youtu.be/Uq6_D1cgNIU,,,"Wicked game, comfortably numb,  better man,  flojos de pantalón, sorprendente, porretas, fito, barricada, reincidentes, suaves, Metallica, megadeth, iron Maiden, jimi hendrix....y muchos mas",Completo,,2660
30038,2023-02-08,5'50,5'50,Murcia,Músico,"a:1:{i:0;s:18:""Banda con batería"";}",,,,,,,,,,,,,600,60,"a:4:{i:0;s:5:""Metal"";i:1;s:3:""Pop"";i:2;s:4:""Rock"";i:3;s:15:""Tributo a banda"";}",,,,,,,Completo,,2661
30042,2023-02-09,Benji Torregrosa,Benji Torregrosa,Granada,Músico,"a:4:{i:0;s:7:""Solista"";i:1;s:4:""Dúo"";i:2;s:5:""Trío"";i:3;s:8:""Cuarteto"";}",,,180,100,450,100,650,150,1100,150,,,,,"a:4:{i:0;s:9:""Acústico"";i:1;s:11:""Flamenquito"";i:2;s:9:""Reggeaton"";i:3;s:4:""Rock"";}",https://youtu.be/GLzSIqzlzzE,,,,,"Repertorio de 2 pases, uno de 50 minutos de flamenquito, temas pachangueros, rumbas, algún pasodoble si hay mayores y los hit del momento y un segundo pase ochentero y rockero para terminar a ritmo de Fito, mago de hoz, bon Jovi o Manolo García.",Completo,,2662
30058,2023-02-09,Freeson,Freeson,Valencia,Músico,"a:3:{i:0;s:4:""Dúo"";i:1;s:8:""Cuarteto"";i:2;s:18:""Banda con batería"";}",,,,,150,80,,,500,120,,,500,180,"a:4:{i:0;s:9:""Acústico"";i:1;s:11:""Alternativa"";i:2;s:5:""Blues"";i:3;s:11:""Flamenquito"";}",,,,,,,Completo,,2664
30059,2023-02-09,BloomK,BloomK,Barcelona,Músico,"a:2:{i:0;s:7:""Solista"";i:1;s:4:""Dúo"";}",,,150,50,200,80,,,,,,,,,"a:3:{i:0;s:9:""Comercial"";i:1;s:3:""Pop"";i:2;s:9:""Reggeaton"";}",https://youtu.be/YH0g_uudVuw,https://youtu.be/OCkTL_G0OFU,https://youtu.be/PG89bOUhyV0,,,"Nuestros temas principales:
Discoteka - Lola Indigo, Maria Becerra
La Bachata - Manuel Turizo
Flowers - Miley Cyrus
LLYLM - Rosalía 
Bzrp session 53 con Shakira
Quieres - Aitana, Emilia, Ptazeta
Bloody Mary - Lady Gaga
Bebiendo sola - Camilo, Myke Towers
I'm good - Bebe Rexha, David Guetta",Completo,,2665
30073,2023-02-10,Los Remember,Los Remember,Barcelona,Músico,"a:1:{i:0;s:18:""Banda con batería"";}",,,,,,,,,,,,,500,0,"a:2:{i:0;s:3:""Pop"";i:1;s:4:""Rock"";}",,,,,,"El ultimo de la fila, Luz Casal, Miguel Rios, Amaral, Radio futura, Alaska, Bon Jovi, Loquillo, Pink, Brian Adams, Los Rebeldes, Dani Martín, Queen, u2, Héroes del silencio. Si nos pides un tema dentro del estilo, te lo preparamos.",Completo,,2667
30077,2023-02-10,Latín Cool,Latín Cool,Santa Cruz de Tenerife,DJ,a:0:{},100,50,,,,,,,,,,,,,"a:4:{i:0;s:9:""Comercial"";i:1;s:10:""Deep House"";i:2;s:6:""Latina"";i:3;s:5:""Salsa"";}",,,,,,"Septiembre de Tierra, viento y fuego, Quimbara de Celia Cruz, Aguas de Marzo, Bosanova,Cha cha cha,Vacilón,etc",Completo,,2668
